id,annotations,tweets
744022062767935489,[1138],Too much for me 💯
744302339025166336,"[1138, 1447]",RT @naymurdaaa_: I Don't Want No One I Already Had 🙄 I Would Like To Start A New Chapter 💯
742524336565833728,[1138],my everyday thought! 💯 https://t.co/xQQ8OFZqiy
742581125873340416,[1138],You ain't never gonna be happy until you love yours 💯
742530366976741376,[1138],Rule # 1 always stay true 💯 rule # 2 respect who respect you ✊
742807231557668864,[1138],RT @_modernHIPPY: These niggas ain't 💯 dawg
744007817904816128,[1138],Just wanna hear Bryson tiller tbh 💯 https://t.co/v0J0Qa8nLf
741969771256643584,"[763, 1138]","Free lonzo 🔓 they can't keep a real nigga down forever. 💯 I know your family's hurting cause of the time, but keep your head up boi! 🙏🏽☹️"
747779032155099141,[1138],RT @KeelenLucas: Fasho bro 💯 https://t.co/cRFHgxXjf1
744023994404380673,[1138],Birthday in a few.......just wait on it 💯
742151322850365440,[1138],"RT @AO_DaGreat_11: I've showed too much love to ppl my whole life without getting the same in return, that shit changed me 💯"
742803085408538624,"[1138, 1381]",💯 Day with streak @jrowe_641 ! surprised we could keep it bc we ruin everything else 😂🤑
747299649745092610,[1138],RT @FliirtNextDoor: Not all black fathers are deadbeats 💯 http://t.co/AZZo0FWrK4
744808868782321665,[1138],"I'm the fav Aunty , ion play around tho 💯"
741758807051767812,[1138],RT @Hitz1039Fm: #HitzNightParty 🇬🇭 w/ @DJraenniegh 🎧  #NP Truffle Butter – @NICKIMINAJ x @Drake x @LilTunechi 🇬🇭  #Hitz1039FM 💯
743078254609829888,[1138],"If you ain't with me, you against me or in my way 💯"
744394674849320961,[1138],merch 💯 &amp; half the time the dick wasnt that good tbh https://t.co/ZdwiiKDRS6
742564060496072704,"[1138, 1381, 1620]",So is we posting fight videos or what 🤔 Cuz I gotta couple that'll have yall btfu 😂💯
746720065492398084,[1138],@johnnyonderak happy birthday bb 💕 I hope it's great :) glad we have a mutual love for WWE💯 love u 💟💜
741630274220531712,[1138],"#TroopingtheColour 💐
#Jesus fasting 💯  #Ramadan 
🔗 https://t.co/pnSlB4R0gS
💬Chat for more https://t.co/Izs2CprQhj 
https://t.co/BrryvYiFYo"
747774442093350913,[1138],Never stress over somebody that dgaf about you 💯
743187618980995072,[1138],RT @XanWitThaLean: Aint nothing like family @King_Beal_ 💯
743939872335925248,[1138],We be throwing these bitches 💯 my momma never know ☺️ https://t.co/fUMNusjs4u
742471253655707648,[1138],@CycloneState28 thanks 💯
748252781606141954,[1138],life 💯 https://t.co/4vAwVNxu9B
748263500674269184,[1138],The world is becoming filled with hate because everyone is so sensitive and offended by anything 💯
744078403624591361,"[763, 1138]",I'm loyal AF ‼️ To my bitches 💯 fuck these niggas 🖕🏽
741776592947404800,[1138],Need to just be focused on me 💯
748028803620966400,[1138],@theyscreamjaida you gonna catch this cancer 💯 keep foolin
745009064405409793,[1138],My nigga Jamal made it congrats bro hard work really pay off you just gotta stay focus 💯 https://t.co/MbMt820rIi
742478819387400193,[1138],I wanna make xxl magazine !!! So now I'm done talking bout it 💯
743661358084984833,[1138],RT @la24hughes: Nah I feel what you saying but in order for Lebron to win a ring he has to have a Kobe mentality! 💯 https://t.co/EwtAwOGHL8
742030398989946881,[1138],RT @FreeBandsVONTA: 💯 that's it that's all weather it's bad or good just plz don't lie to me. https://t.co/AEQ8hMHMl2
746668957474578432,[1138],bali pure's defense and offense today is just so 💯
747273102258749440,[1138],@ReignOfApril @KB1HotMess @Usher your Twitter handle tho 👌🏼 Like that ish! 💯
742573980649988096,[1138],RT @foe_taj: People build walls up just to see if someone will care enough to tear em down 💯
743626252314107905,"[1138, 1381]",@Tee_Raw17 You ain't lying 😂 They hate him now 😂💯
748036323978653696,[1138],RT @cambreyaaaa_: if it's not my role I promise you I won't play it 💯
747838825737654272,[1138],I'm not a huge Beyonce fan but her performances 💯 sooo much effort &amp; creativity put in 👌
748220371552374784,[1138],"RT @geno_mr10: You don't have to go to your ""Dream School"" just to live out your dream! 💯"
746578860917948418,[1138],Thanks bro 💯 https://t.co/uB6PzM4Wdc
744317065088012289,"[1138, 1447]",The Love I Show People 🙄 .. I Never Get It Back In Return 🔁💯 ...
743659933741244417,"[186, 763, 1138]",I love your confidence ❤️🙌🏽💯 https://t.co/voWY2m4XsV
741864984322441216,[1138],@_Bustamamte1234 thanks bro 💯
743476116917194752,[1138],Rainy days go perfect wit blunts 💯
747639726576906240,[1138],@jaufderheide6 fosho bro we will soon 💯
746506495358017536,[1138],@KanieleTaughtU true shit 💯
748286724900429824,[1138],@JayMKF be aware of these frauds lil brodie 💯
744254645866889216,"[1138, 1381]",Work Today 💸 I swear overnight shifts the best 💯 we be havin fun 😂
747993167610273797,[1138],RT @jeronpreston: My girl got tattoos and piercings 💯 #thugga
747838946608984064,[1138],@JuanAfterHours that's real talk 💯
744306205938450433,[1138],They just blew me mind yo mfn business om they ass can beat it 💯
742526690459586560,[1138],Real Shit 💯 https://t.co/6ElVAloLwR
748255587742408708,[1138],Stay down &amp; stay 💯
743932346588626944,[1138],Royalty Kan't buy you loyalty 💯
744246685027700737,[1138],RT @realtimrozon: THE MOUSTACHE IS 💯 % REAL 👨🏻
741838096354971648,[1138],"@GoldbergTaylor ⏳24 Seconds🔥🔥@YoungRiggady
https://t.co/PFv1sCsaf5 #dmv #landova #support #blessup🙏
#RTRT 💯"
742878674748346368,[1138],Don't Look For It 💯 It Find You
746927703434027012,"[1138, 1420]",jie just told me all the right things God how I missed my baby 😩 never again will I go without him 💯
748035086663229440,[1138],"Have control of your mind 
If you think you can do it 
You can do it 💯"
746883088270135296,[1138],RT @GaryB_20: Errbody from Maryland bumped lor scoota 💯
748036164465102848,[1138],You can be big and still dress pretty 💯
744701200487055361,[1138],RT @_kianaguzman: @allisonmccoy_ I'm going for the Cavs but I agree 💯
746855358606491648,[1138],I'm trying to party tonight 💯 what's up? 😏😏
747768649251885059,[1138],Ladies appreciate you're man👌🏿... A lot  of females don't have men... They got children... And to the children.. Handle ya fuckin business 💯
744035569383182336,[1138],"Converse Jack 💫
Top mirror เหมือนแท้ 💯
👟 Size : 37-44
💸 Price : 730
🚚 Rag 60 Ems 80
👤 Line : dearprc #พื้นที่โปร https://t.co/1WM96HuIJ8"
742119322739474432,[1138],I be seeing legit potential in niggas 💯 but you can't give a bird his wings and teach him how to fly
746590354699259904,[1138],RT @Ednerbruno_: @_OmgThasJayla Ig That's What It Is Then 💯
741834540595875840,[1138],@CoachChev6 @thaprodigyy @adamcm777 I agree 💯 coach your son will do great things it's in the DNA
746774699556773888,[1138],@ByronWalker5 appreciate that brudda! 💯
742044743471796224,[1138],know your worth then add tax 💯
743186633999028224,[1138],RT @classie_scott: Be careful who you tell your business to cause you never know who they telling your business to..... 💯
747636847107506176,"[1138, 1403]",RT @CampaignBarb: Love all my real ones 💯 and they know who they is 😘
744014243708682240,[1138],RT @Sweetpeaaaa1: @thuuugg_  no problem 💯
741779350274576384,[1138],What's the point in fighting 😒 might as well let people be 💯
741668517594927104,[1138],God know my situation ‼ he know what I been facing 🙍 he know I get impatient when it come to money making 💰💯
741524560911028225,[1138],Everything ain't everything and everywhere ain't safe 💯
742723492278206468,[1138],@KevinDeShazo sock game 💯
744011778833653760,[1138],Always will mean more 💯
741732888517967872,[1138],"I never ever let a nigga play me 💔 If u get caught, 🖐🏻 don't say me!!!"" 💯"
741866519626403840,[1138],Know my genes is strong we can make a team of us 💯
747832395206787076,[1138],Having your own house car etc is the best 💯
742730415094398976,[1138],Ima Take That Money 💯 https://t.co/3fA7WY5a0V
748327445007212544,[1138],I LOVE THIS BOOK!! 💯 https://t.co/01HW3mQOGC
743171555182579712,"[1138, 1420]",*For A Nap😩💯 https://t.co/p9EmV3lA3o
741526547295674368,[1138],I thought that we were family 💙 you showed me that we can't be. 💯
744704758913466368,[1138],jr smith 💯
743659883304714240,[1138],RT @SuzieeSnow: Factssss 💯 https://t.co/n38AdvQcQ2
746584510406352896,[1138],"When I make it, I'm leavin my niggas unless they have a goal of there own to make money 💯"
744888640942256128,[1138],Straight Facts 💯🆗 https://t.co/Kskt59qYbf
741773386427207682,[1138],"it wouldn't be the USA without Mexicans, and if it's time to team up then shit let's begin #hussle 💯"
747575541448978432,[1138],"crazy part is i'm not a Scoota fan but looking at shit that nigga was talented , &amp; it shows for itself 💯"
748281042688155648,[1138],"@HubbaCraft_09 lol yeah I'll be there money , hopefully it don't be dumb but Shiid at least I get to see yah That's All that matters TBH 💯"
744750541373378560,[1138],Real recognize real. 💯🏀 https://t.co/3SbuMeSWce
743296133510762496,"[186, 1138]",❤️🏌- you don't talk nomo 😐 but you cute and I fwu 💯
748325308164612096,[1138],Don't bring no swisher sweet around me 💯
742531647074009090,[1138],I wish summer was ever lasting 💯
747845223284248577,[1138],@life_ofjasmyne Preciate Dat Luv ! 💯
745009750207696896,[1138],RT @the1stMe420: @Shelovespapi11 any is good as long as it's fresh 💯
741866316483690497,[1138],on life no b* put fear in my heart 💯
746581502578819072,[1138],"5SOSERS SPAM 
#VeranoMTV2016 5 Seconds Of Summer 💯"
748340432120082433,[1138],@thejohnnycastle perfect!! 💯 🎯 👍👍
741980830138961924,[1138],RT @envyxamour: happy gloday nigga 💯 @_BIGBOSSADRIAN
744780770556805120,[1138],The Cavs taught me that truly anything is possible ! 💯
748321417985302528,[1138],Bitch you ain't shit 💯
747298910922694656,[1138],🏀💸- you're going to make it far in life 💯 just keep up the good work 🏀‼️
742531256466956289,[1138],RT @tharealguapgirl: Havin my life together &amp; my shit together is my main priority 💯
747305788452921344,[1138],RT @TSavage_OTG: @HatedPackey_ Happy bday bitz 💯
746856922872061952,[1138],@Jholland_20 @EFTfootballindy right on you too cuz 💯
743512348334383104,[1138],RIP LIL CHRIS DIFFERENT FATHER DIFFERENT MUVA BUT I SWEAR WE WAS LIKE BROVAS 💯
748338449472753665,[1138],Bitch better know who i am 💯
743074452074795009,[1138],Curry 💯 https://t.co/iLeIm46uh8
743307119688986625,[1138],"Corporate social responsibility 
💯 whoever does their PR is GOAT https://t.co/sYG8f6Z2Nf"
746505993064976384,"[763, 1138]","Keda, if you ain't trying fight, don't mention me 👌🏽. I'm done talking 💯 https://t.co/YE3lG3nrPK"
742162357967851524,[1138],The key 🔑 to an person heart is to always keep it real with them and never sell dreams 💯
744867954198609929,"[1138, 1403, 1424]",@_leighbernados thank you leighhh! 😘 imy na rin huhu hang na please 😭💯
747680036988268544,[1138],RT @sw__manman: I hate when somebody call me while I'm shooting dice 💯
748169124950450176,"[1138, 1420]",OML 😩 I like to be naked ! 💯 https://t.co/vaJg0JNrdX
741044011104899072,[1138],done with that bs 💯
746591754946633730,[1138],I'm not the type to be falling for none of them lies 💯
747997260882001920,[1138],Looking forward to the future big time 💯
746794555673022464,[1138],"📢 #FOLLOWTRICK 📢

➊ ♻️#RETWEET♻️ IF YOU ARE 💯 #TEAMFOLLOWBACK

➋ FO👣OW ALL WHO RT

➌ GAIN 🙉🙈🙊 WITH #MGWV

➍ 👣#FOLLOW👣 THEFOLLOWFATHER."
747123714064527360,[1138],Fosho always lil bro 💯 https://t.co/JXmufAFbYx
742540205048004608,"[1138, 1389]","😊 But I Wish You Well Though Thats All I Can Tell You, Maybe In Your Next Life You'll Find Everything You Wanted 💯"
748342183544107008,[1138],South Alabama/Florida radio commercials are something else! 💯
741983457912360964,[1138],"""I may be quiet, but i have so much on my mind"" 💯"
741491628674711552,"[1138, 1381, 1389]",yep that's me😊😂 but I love and miss you too😋 💯😈 riding for you and Bray no matter what 💪 https://t.co/TU0JNnmsrG
747062292441866240,[1138],💯idiots however it isn't a laughing matter ceg! 🌚 https://t.co/EMVDCRfb5O
744201207506419712,[1138],RT @xQueenKi: 7. Get You a nigga that Keep it 💯 w/ you ❗️
742524487174901761,[1138],That's just how's it goes 💯 lol https://t.co/jN9QTUnTKU
747925341084188673,[1138],RT @__PrinceCharm: I done seen a lot of niggas change up 💯
742805404468420608,[1138],"I see you grinding bro , keep it up 💯 https://t.co/qZLlZQLxHj"
744867849135603713,[1138],"RT @Hitz1039Fm: #MusikBox 🔥 w/ @andydosty #DostyMan 🇬🇭

▶️ RIGHT HERE WAITING FOR YOU  – SANCHEZ 🎧

cc: @MrHaglah @MawuWan @FlyNimaBoy 💯 #H…"
742573070037180416,[1138],Realshit💯💯🙌 https://t.co/ER2oDLsaux
742471379367272448,"[186, 1138, 1392]",Miss you too Babygirl‼️ 😞 Thanks 😍❤️ I appreciate you 💯 https://t.co/kR8uQ8MvpA
741855675760791553,[1138],💯 it's ppl like you bro is who I do it for! but shout out to u for being a visionary! https://t.co/QW3KAY52wB
741854298712203264,[1138],RT @That_ThurlNigga: 🔑 To Success Is To Stay In Ya Own Lane And Do You 💯
742807226625064960,[1138],Sometimes I wish I kould start ovaa 💯
743642847836942336,[1138],"@IamAkademiks makes sells 💯 at this point in life, its all fucked up 😧 💰 make the world go round"
744305859023405056,[1138],S/0 to everyone that wished me happy b day yesterday 💯
747639531013308417,[1138],RT @detroit_manii: So true💯💯💯 https://t.co/oOzKhGPEVL
748277043842977792,[1138],@dugalicious13 💯 (consider it a RT and cosign lol)
747787038854873089,[1138],"Awesome @seskinazi, congrats on your maiden first-class 💯. First of many for @Middlesex_CCC i'm sure! Get around him! 🔫 💣🍻👌"
742043901037563904,[1138],"If You Weren't In The Trenches Wit Me, You Can't Rock Wit Me 💯"
741691327860117504,[1138],"RT @jasjenay_: life too short to be surrounded by people who don't make me happy, have to love some people from a distance 💯"
747516058207199232,[1138],Hope you n ya dude last 💯
746780037916008448,[1138],RT @librablack: Talking to God🙏🏿 Really does have an impact on your life 💯
743171416791650304,[1138],@RedReplace nice guy 💯
744041257412984832,[1138],If I'm a bird then I'm an Eagle 💯 https://t.co/avxS4uUirM
741773306043326465,[1138],I'm dropping a New Video On Y'all Heads This Week 🚦📺🎥🏁 Then I'm Shooting Another Video Friday Coming Up 😎 #GoENT 🚦🏁💯
743940551666393088,[1138],RT @spanishcvndy: I knew they were real ones @cartoonnetwork 💯
747655741901803521,[1138],RT @Blxxdy_Mon: ✊💯 I love you too https://t.co/sZYjJEKLxe
747304764136787969,[1138],@GoonHendrix I'm here it 💯 do right &amp; right will happen to you.
743929557569372160,[1138],💯 (Vine by @BleacherReport) https://t.co/Mp1cQsydrH
746532631471230976,"[763, 1138, 1381]",RT @Tay16_: Fareal that's cute💯🤘🏽😎 that's real but then again I'm just the realest that he done met😂 jp https://t.co/yLNbiA7Xx2
742148810302984192,[1138],#FunFact if you're a costumer who comes in @ the last 5 minutes B4 closing and stays for an extra 20 after closing you're a 💯 douche bag
744699918472912896,[1138],Draymond done now lol that's all he had it's over now 💯
742876699742904321,[1138],RT @DiamondxDee: Twitter is better than Instagram 💯
746771592710000640,[1138],Ejay stay strong Fam 💯
743509598699724800,[1138],@NaeLaflare facts 💯
743152567098703873,[1138],F is for friends who finesse together 💯
742396156257423361,[1138],"#CruiseControl🔥w/ @MerquryQuaye 🇬🇭

NP▶RIDE ON TIME ☞ BLAC KBOX 🎧

Cc: @KwekuAdjeiJnr 🇬🇭 

 💯 #Hitz1039Fm 📢"
742522762938310656,[1138],"📣 Recomended For BO 
👉 @Hahabohay 👈 
🏭 Area Medan 
👙 Hot Ladies 
💯 Real 
FOLLOW NOW 👇👇👇 https://t.co/b0WJ3kToFt"
743320659908923393,[1138],RT @_cinco_jori: 💯💯💯 I just got blocked the other day too.  https://t.co/R3GlmVhwdQ
747925458763780096,[1138],@kampaignjada u just gotta be with the right mfs 💯
741688981264404481,[1138],regrann from @llcoolj -  It'll make your days better. 💯 #FOCUS #Regrann https://t.co/sKUVd0Zj1Z
747245024463691776,[1138],Faithful if u ask me to be or if you're faithful to me 💯 otherwise.... 😴 https://t.co/yfKINhxTNY
743074379450327042,[1138],"First Lady things 💯

Via @merewine 
Brunch time with the best team #ThePenzaarvilles!!!… https://t.co/HINIDbw98B"
748587141442084865,"[763, 1138, 1381]",i was just about to tweet this about y'all 😂 but you know it 💯 on god . ✊🏽  https://t.co/xS6P0EL6eR
746886321579364352,[1138],"@2chainz New Single Out Now 🔥🎵 ""Clientele"" Check It Out, I Appreciate The Support 💯 https://t.co/ff5vPazXIC"
743511197098586112,[1138],RT @WatsonMark17: I can't complain that I have a lot on my plate when I asked to EAT 💯
745083696248688645,"[1138, 1381]",Both 😂💯 https://t.co/9NNpkRrwV1
748221313680957440,[1138],Imma show everybody how much I'm inspired by @TM88 x @sizzle808MAFIA x @DPBEATS x @youngchopbeatz on July 4th when This Mixtape Drop 💯
743665804021903360,[1138],41 points. 11 assists. 8 rebounds. 4 steals. 3 blocks.  @KingJames stats tonight. That man want it so bad. 💯
747643046330830848,[1138],Need my dad 💯
744700841664315396,[1138],"https://t.co/aYZLKWmEwq , finally got a domain 💯"
744242437002977280,[1138],Never that 💯 https://t.co/DONPD0qr0H
744020242796584960,[1138],RT @__dnvsty1: My girl friend really do a lot for me 💯 she the realest and I love her for that
746885863477510144,[1138],man scoota will truly be missed 💯 !
746885325943873536,[1138],"@kevinhanna5 the exact same, good shit bro. I vibe to all your music 💯"
744044143991791617,"[1138, 1424, 1447]",Every time I wake up out of my sleep I just lay in my bed having deep thoughts 🙄😭 I hate it 💯 cause I always get emotional
747680801748287490,"[1138, 1381]",RT @p8rnstar_: Who didn't know dat😂💯 https://t.co/49LfxDmlKd
743177072521142272,"[1138, 1424]",will forever love dope 😭✊🏾💯 https://t.co/9UgxsF9qy2
742798261669515269,[1138],Every female love to think negative I swear it's a Shame though really really 💯
748567171006107648,[1138],RT @OfficialDjRawww: Tomorrow night I'll be djing alongside TC with @_CliqueUK and @RamshackleBris it's going to be straight shellingz 💯 ht…
741769057653915648,[1138],RT @vpfm981: 🔥#UnLimitedMusic🎵 on #FLEXLEVEL 🎶 with @pkafedo @zito_king 💯 via✨ @vpfm981 #NP  #ILikeAm @FeliNuna
745005075186126848,[1138],RT @Beeeee_Bri: I will never beg a mf to fuck with me. Ain't nobody that important tbh 💯
742861560272424961,[1138],Yee gonna go see mexico saturday 💯 #vamosmexico
743664204951990273,[1138],RT @longlivehotd: @MetBoyNemo 💯 Rollin Doe shit🔯💨
742142476320964609,[1138],RT @_denajahmai: I'm a cryyyyy babyyy .. I cry off anything 💯
742149346779496448,[1138],People call other people fam just to say it but I say it cuz I mean it 💯
743661696959586304,[1138],A nigga gone be a hoe regardless... I'm sorry 💯
743081917805932545,[1138],RT @__chalisa: it's not where you come from that make you who you are its what you've been through 9 times out of 10 💯
744528161124261888,"[1138, 1403]",RT @whomove__mymove: @fheel__myflow 💯 thank you lil suh 😘
741318549763805184,[1138],RT @ULFBRecruiting: Listen to The GOAT. He speaks the truth 💯 #LouisvilleLegend https://t.co/BtX0v7DVQt
744010456218636288,[1138],@blahraee thanks bro 💯
742875031655481344,"[1138, 1447]","Always keep it real with me. 🙄

Never cross me or anyone affiliated with me. Period. 💯"
