id,annotations,tweets
748073078039715841,[1392],@robpattinsonww is tht him !! 😍
742927091998597120,[1392],My bed has never felt so comfy 😍
746203130677760001,[1392],"This time next year, I need my hair to look like this 😍 https://t.co/HPXp3OQfLd"
743449941947781120,[1392],@ChrisleyChase morning 😍
746707906549022721,"[186, 1392]",Teraaaa Laaaal Ishq ❤️😍 Haayeeee ... This scene 😍 The love 😍 The proposal 😍 Soo much… https://t.co/l44Tg0qhCR
742990685616365569,[1392],Cainglet 😍
741618465337794560,[1392],queen be mine plss 😍
747109519243653120,[1392],Our boy 😍 https://t.co/5CRniSYaAD
741697003487387648,[1392],My make up so pretty 😍
748339235816505344,[1392],@HerForestRealm we're passing your suggestion on to our R&amp;D team - we shall see! PS: TES! Lavender + ☕️ = 😍 CC @Webstaurant
742709903727431680,[1392],@subtweetyobitch damn ma 😍
748079539381800961,[1392],@TheVampsband James I love you so much. 😍
742929154966847488,[1392],RT @urboipat: @hvixi @BeyondScaredVid you know me so well 😍
743929198264213505,[1392],Hoy y mañana van a dar The Dark Knight Rises en el Warner 😍
742712690125250565,[1392],Everything came out so good yesterday 😍
746203887867047937,[1392],RT @chelseyhazelyyy: I want a one piece 😍
743262171337986048,[1392],😋 - idk ya but your pretty 😍
747079195667369985,[1392],@grahnort @JoannaLumley @ferrifrump utterly utterly brilliant couch 😍
746607453853229056,[1392],"#JaDineNationalThanksgivingDay 
#JaDineLoveSingapore 
Vote EdukCircleAwards
Vote JamesStarmometer
Sexy backs 😍 https://t.co/fZdDkHpB0w"
746777357407621120,"[1389, 1392, 1403]","Cutiepie 😍 
@niti_taylor 😘 
Good night all 😊 https://t.co/1dn79B2xch"
748192782532096000,[1392],#dodgetruck  #black  #rain 😍 send your truck pic #hd #owner clg.2023 https://t.co/oYENCIgVWy
742908003280650240,[1392],Do you believe that each individual on Earth has a soulmate?  — Of course 😍 https://t.co/gRaKv34q7g
741983220783144965,[1392],@TeenWolfHumor Who doesn't love him? 😍
741101431776763904,[1392],When he holds your hand and rubs your thumb with his thumb 😍 got me weak af
741523165084405761,"[1392, 1420]",RT @ShawtyMolina24: Damn 😩😍😍😍😍 https://t.co/QMef8pankh
742460436029792256,[1392],#WestIndianGirlsBreakTheInternet 😍 here for it.
747028987063345154,[1392],i remember 😍 https://t.co/jPx3dGyARJ
746277590269210624,[1392],this just made me more proud of baek 😍 https://t.co/p0Jljc3fAd
744270923453210624,[1392],Dreams do come true 😍 https://t.co/8MWJjyQmEq
744969401494024193,[1392],but i want all 😍 https://t.co/xP7iEgIGVy
747544392483876866,[1392],@Mattdavelewis We love you! 😍 kisses from Argentina! 😃
741649106481876993,[1392],"😍 -=UHC=- 😍
Type: To2 😗
Host: @Yeelze7w7 😎
Scenarios: CutClean 😆
Whitelist: 10 Mins 😉
😮 -=GLHF=- 😮"
747315193185636352,[1392],I've been waiting for my Sheila E 😍
741596076008841216,[1392],finally i can watch on Monday 😍 #BTSFESTA2016
747888815302385665,[1392],"5, a boy and quadruplet girls😍 https://t.co/W4lBypQi3x"
744922358608060420,[1392],"RT @sindhushobana: DEAREST VIJAY BDAY PLANS 
Oh vennila from Khushi and Un peyar sola assai than from minsara kanna etc 😍 https://t.co/6PS9…"
744563967092219904,[1392],RT @BestofVoices: His voice OMG 😍 https://t.co/4yPNB9n44t via @Itswiselearning
742601409854590976,"[186, 1392, 1420, 1424]",RT @_queendaii_: when he calls you baby or babygirl 😩😭😍😍😭😩😍😍😩😭❤️ I love that shit 😋
741729278488809477,[1392],alien head ah 😍😍😍😍😍😍😍😍😍😍😍 https://t.co/PWUdGJUXi2
742658584744366080,[1392],Philippians 4:13 😍
742385559188983808,"[186, 1392]",@LanaParrilla @Xivent i wish i could be there..but sending love anyways! ❤️❤️Hope you'll have an awesome time ☺️ paris is amazing 😍
746773384218894336,[1392],Spending big daddy money 😍
746272785601695744,[1392],Tatlong Bibe rock version. 😍 https://t.co/EnHx9MBThX
747463549555924992,[1392],That cool front before the storm 😍
743306425410039808,[1392],"Who has been to Rockpool restaurant in Sydney, it's amazing 😍"
744565571350585344,[1392],@jacobsartorius  sure 😍
744691047121313793,[1392],the wedding was beautiful 😍
747664747420594176,[1392],Tonight was so amazing 😍
742336142561947648,[1392],"@PaulineC_L mercie mercie mercie honey 😍 I've talked with your mum, spend a great time there 👍🏻 I love you too 💕"
742706041771679745,[1392],Popcorn 😍
742181132934877189,[1392],Can't wait to see him Friday 😍 https://t.co/i3RIa0ggHo
744116507735695360,[1392],"Must try new curds from Chrissy &amp; Karl @fromdorset - passion fruit, raspberry &amp; lemon. Delicious 😍 https://t.co/C6OWTELpKD"
747194541904625664,"[1392, 1403, 1424]",@7mdaaz happy birthday sweetheart😍 I know it's too late but I'm sorry 😌 miss you a lot 😭 and enjoy 🎉🎊🎂🎈🎁😘💕💜
741479493475442693,[1392],📹 homemadelesbianvideos: Soooo fucking hot 😍😍😍😍💦💦 https://t.co/wtiIdZQYIZ
741491488291459072,[1392],😍 @ The Dungeon https://t.co/sfDmQSAhnC
743453560382361600,[1392],@__QUEENdiaries Her god mom just started a portfolio for her lol 😍
742983507929075712,[1392],@PRHullltd @Fernox that is Art 😍
744995742255747072,[1392],@tattoedhearvt did he hug her ?! 😍
747543059974463489,[1392],"Glory to the starks 😍

#GOT"
746919603582828544,[1392],@Princess_Cha05 thank you! &amp; yes it's my favorite feeling in the world 😍
744362289101365254,[1392],I need these bathing suits 😍 https://t.co/LwdO212XvW
744466725513498624,[1392],young chris argent was sooo good looking oh my 😍
744278268002570242,[1392],@VangardeYork @frankienbennys WOW! Amazing treat 👌 superb! 😍
742768613275402240,[1392],"@zachallia Your edit 😍
Awesome colors! 
Do you work with VSCO Film?"
742859876271951872,[1392],I love that y'all are still breaking the internet 😍
742768819232350210,[1392],Zelda is so beautiful 😍
744865149119496192,[1392],RT @Inlovewkstew: Kristen from Lucia Pica's @CHANEL make up collection 😍 https://t.co/BJKPkkOwyq
746613144370421761,[1392],Want an indulgent weekend treat? Check out this @THALGOIRELAND scrub. It gently buffs with no abrasion #softskin  😍 https://t.co/rdhIiATV0K
746475068398641152,"[1138, 1392]",TG boyz 💯😍😁 https://t.co/1GdX0hANcC
747466715064262660,[1392],Vic Mensa makes me happy 😍
744000733440258049,[1392],"RT @trinbeam: New Avi, who dis?!?! 😍😍😍😍😍😍 #AlrightNowDontHurtNobody https://t.co/M7JSAPMB1n"
746274468339810304,[1392],"The graceful elegance of today's bride 😍
Photo Credit: capturegh 
Bridal Styling: @Afua_Rida… https://t.co/QCkwnKBDvc"
741103932701704194,[1392],RT @HunterRowland: This weekend was so much funnnnnn I'm so happy I got to meet you guys!! 😍 @MAGCONTOUR
742581409890619392,"[1392, 1420]",😩 Damn Cadeem Looking Like A Snack 😍 @Ryan_Sli @Gods_gold
742715544881745920,"[186, 1392]","🍀 Hi @NiallOfficial 🍀 
I love you to the moon and back 
❤Make me happy❤ 
⚽⚽⚽⚽⚽⚽
🌸You are my hero🌸 
😍 Niall Horan follow me please😍 
😁 
♡ 791"
741597925013258240,[1392],@dmsforyoux_ omg that michael clifford dm 😍 goodluck 😉
744611628705001472,"[1381, 1392, 1403]",@TatiyanaMerkz made my page public.. didn't realize it was private still 😂 not as fine as you 😍😘💘
744949230570250240,[1392],@MistaMuneeb all mines 😍
747462139930157056,[1392],Wine + football = happy girly 😍 #sorted
741454149062008832,[1392],Board this cabin only to find 3 babies handled by their fathers 😍
741332886838726656,[1392],@Fairy_OfNature Hmm let me thinking Baby 😍
746550848889618432,[1392],@Stop_BUGG_nMe we cute 😍
741565440179220480,[1392],😍😍😍😍 cute https://t.co/Q2GSPj0TaI
743553614275350528,[1392],Total sucker for accents 😍
742107503215841281,[1392],RT @AshleeeyNicole: @AshleeeyNicole shout out to @EmmTheGem_ momma 😍
748066186047303680,[1392],They announced tiger lily at the yost &amp; I'm super excited 😍 #girldjsforthewin
741489630067859456,[1392],I always wanted to have a pet tarantula 😍 to scare my enemies
744014480800120832,[1392],"Favor de no molestar...
*le pone play a ""endless love""* 😍

#FavMovie 💁"
741101181188120576,[1392],@AshleighGorney holy moly what a cutie 😍
743339675868225541,[1392],I really enjoyed math and english time 😍
742463234322534400,[1392],@YamilethArmenda Awh look at my Tia she is so cute!! This is adorable!! 😍
746284266904969217,"[1392, 1403]",@Kelencoleman goodnight 🌙 and sweet dreams 😴 kelen 👧😍 hope you had a day full of smiles &amp; happiness 😄 I love you so much xo 😘💕
747550762159509504,[1392],RedBones Winning 😍
741857184590495745,[1392],happy birthday 😍 https://t.co/yu5lq0ChOx
742659445033832450,[1392],RT @caileyrobs: when ur waking up so early u don't sleep at all 😍
748311362867077121,[1392],You cute 😍 https://t.co/EsnPNVPNT6
746912376113377280,[1392],@jakejohnson139 But seeing Jake Gyllenhaal always makes me feel a little better. 😍
742222414067564544,[1392],"Not to be basic or anything but... Bath bombs, am I right? 😍"
748033096553988096,[1392],@_893120 that's my Lil Momma 😍
742598916433022976,[1392],Lil Lonnie 😍 https://t.co/L1TLZyOJE9
742080923311689728,[1392],"""@BeSomebodyMovie "" is out now! 😍

GO CHECK IT 🎬&gt;https://t.co/eg2cm4prHX &lt;🎬

#BeSomebodyMovieToNumber1
@TheMattEspinosa 💕x
12"
748439333519114240,[1392],@IISuperwomanII She will always remain the same weirdo and cutie as ever 😍 https://t.co/rfLvtOibWs
748077584454459392,[1392],😍 where can I find her ?! https://t.co/1o4J1XMltC
743456412542504960,[1392],RT @Dinu_AK: Sturridge the man For #ENG 😍 #UEFAEURO216
743244835537227776,[1392],RT @xporno100: If You like VIDEOS 😍😍😍 AMATEUR 👌 👉 https://t.co/6g48x7hizl OR https://t.co/4ouHR7cdfu RT 😁 https://t.co/dRDSBcE1an
741690449073721344,[1392],"@jeniangelll I agree with that!, illairaja songs are gold 😍"
743984218460594176,[1392],When multiple people from your past show up at work 😍 #pleasantsurprise
746609062075236353,[1392],Leader so handsooome 😍 https://t.co/H1c8pyauAm
742057808846331909,[1392],"RT @Ranouna25619642: @Nadin_Ismail 
🌴🍃🌺🌺🍃🌴
💛🌻🌻🌻🌻💚
🌻🌻   😍  🌻🌻
🌻 Love YOU 🌻
🌻🌻   🌹  🌻🌻
💚🌻🌻🌻🌻💛
🌴🍃🌺🌺🍃🌴"
743973493218414592,[1392],Saw JCole in the early hours of today at Taboo. He's so bae 😍
744075327790419968,[1392],I cant. Sooo cute. 😍😍😍 https://t.co/34x8a1dR2u
748439870947926016,[1392],@homestylemaguk @clivesefton Oh how lovely 😍
741827264153718784,"[1392, 1420]",Have mercy 😩😍 https://t.co/2DIZJ4OodM
748093378709983232,[1392],@ALICiamBLANCO @glowybby mine too 😍
742702328562733056,[1392],"@creatrixtiara holy shit, those churros con chocolate look beautiful. 😍"
746357524971065344,[1392],Damn 😍😍  https://t.co/WcIy3SGx0f
741692865374527489,[1392],@LXstage this time it was an #EarlGrey but at home it's @YorkshireTea all the way! 😍
742776019581603844,[1392],Fit? You were born for this 😍 https://t.co/paOttr8glm
