id,annotations,tweets
744206063575105536,[1620],"Apparently on Twitter now ya gotta explain why you don't wanna follow back &amp; why you think they a total ball bag 🤔
#BatmanSaysGetFucked 😉😋"
744150804324585472,[1620],RT @presidentcoke_: 🤔I wish  https://t.co/Bo1MllMpHU
742406048384946176,"[1381, 1620]",@cusimkay @Lalababyyy__ @yeabadahh group chat maybe??? 😂🤔 Kayla your Twitter is ANNOYING 😡
742489915682918400,[1620],Who put you on? 🤔 https://t.co/isVUt8UVUq
746767780989415424,"[1381, 1620]",@Guapoabitch same I already sent it to my brother and his looking it up 😂 I looked it up but I couldn't find it🤔
744836204089212928,[1620],@Pricejo81 @Zak_Bagans @AaronGoodwin wow freaky ..what would @GhostAdventures make of it 🤔
748472705054302208,[1620],who to support in Soham tonight then...? 🤔 #POR #POL
744169120413933569,[1620],Some finish that 🤔
748040908793315328,[1620],"@Twitch allows gambling in stream, bans butt emotes, and integrates CamGirl site currency 🤔"
746897755432333312,[1620],Anybody realize that @mwayer_10 is a lot like Ross Geller 🤔
742278333740818432,[1620],ALL BLVCK X MB$? 🤔
741714396376768512,[1620],isn't it embarrassing how your mans still in my messages saying he doesn't fw you 🤔
744779215128559616,[1620],"@ChilledChaos Yea, but knowing YT it might be absolute bullshit, when you say ""Fucking dick lol"" they could ban you. Idk, could be fucked 🤔"
743292470075727872,"[1381, 1620]",RT @Laaaayyy__: 😂 one day lisa gonna apply for a job and they gonna be like... 🤔 so i seen that u like knees near your ears... Is that true?
748188190759071749,[1620],@nivxk @HoopsOverHoes_ so that white bull making beats 🤔
743100106270855168,[1620],How does one become a lucker dog 🤔
748462300529467392,[1620],"ZERO spend from FSG this transfer window once all sales go through, 

Now that's what I call AMBITION 🤔 #LFC"
744832825875120132,[1620],"@mikeinparma @Teflon6 @STEFFIBIZNESS spoilers mate 🤔

Just stop there!"
747570114963243008,[1620],🤔 all y'all do is tell lies on Twitter .
746477226883899393,[1620],@lialanelle_  think u cute 🤔
746587799973879808,[1620],So many unanswered questions 🤔 https://t.co/F4wCSaO8uL
743118443218624512,[1620],But Ian got her number 🤔 https://t.co/u8Qmw2gadv
742771886690566144,[1620],How tf is you a killer if you ain't kill the witness 🤔
743608081276362752,[1620],@clampmancam south central ? 🤔
742678154490286081,[1620],@Captain_FBS thanks Goddy 👊🏾😁 but why can't I be the coolest to have walked earth though? 🤔
747603317258395649,[1620],I need to go up to the school for a day 🤔
747246725534887938,[1620],when was the last time drake was on the #BETAwards? 🤔
741090923803750401,[1620],Kinda want to go on a date 🤔
748242147502100485,[1620],Never been to a rave yet kind of wanna go to global this year 🤔
742612263123574785,[1620],"Y'all ever just be listening to someone vent and think to yourself "" man you put yourself in this situation""? 🤔"
746553863344250880,"[1381, 1620]",RT @LOVEBROWNN: @jackiejacck @Daddyyterro lmao I know it 😂😂. We be like that 😂 but what they gonna do?🤔 nothing lol😈
742515091203981313,[1620],@bobwojnowski so you're saying Max Scherzer not only has a NO HITTER going but also a PERFECT GAME?? 🤔 #kudostomax
744723206943105029,[1620],@Marianax29 you're forgetting I'm half Colombian 🤔 lol
746933923851141120,[1620],Just got into bed. Banging night until the ride home. 🤔
744217280251305984,[1620],Wonder who taking senior pictures same day as me 🤔
746405072196767744,[1620],"Wow  RT @_KUSH_: RT Zoo757: Black women turning on Kyrie??{&lt;= BUT, wasn't they just all over his grey sweats pics the other day? 🤔"
746813854764568577,[1620],Ever gave loyalty to somebody that didn't deserve it ? 🤔
746328197403377666,[1620],Who does Tanesha think she is this morning 🤔
746475753408081920,[1620],You a real ass woman and I like it 🤔
746899842480353280,[1620],@ImTheReasonWhy 😁 I might have to show people this tweet. Everybody think I'm lying when I be sayin I'm handsome. 🤔
743170936514445312,[1620],RT @ShianneDenae: Why hurt me when I never try to hurt you ? 🤔
744687498467516417,[1620],RT @gkmanual: Slo mo German #goalkeeping training using the rebound wall. Show show Neuer is a big swinger of arms in set 🤔 https://t.co/Be…
742583803739144194,[1620],Watershed or The Bay in July? 🤔
747596273759379456,"[1381, 1620]",RT @lexcieenicole: Yall nasty 😂😂😂🤔🤔 https://t.co/csNqpTNpMp
741095991756083200,[1620],You must be talkin about someone else 🤔 https://t.co/7LvfW2nlqK
744158581067513856,[1620],@MODEERF_91 I have no comment 🤔
743536193506246656,[1620],"Oomf Make me so mad 😡 , I B so konfused 🤔"
743558433538867200,[1620],RT @flyyriff: @B_Humble_azz @Maybach_Mousey Wayment✋🏾 Them Uptown Jawns Love Them Too 🤔
747130979173687296,[1620],"Wait, I didn't realize standard shipping wasn't gonna track my package for Public Desire. What type of shit is that. 🤔"
743513364765220864,[1620],Ihoe favorite word is hoe. Ironic much? 🤔
742516712117919744,[1620],@Juju_TooCute05 lol me? 🤔
742368777606594561,[1620],@Cydney_Monique 😏 ummmmhmmm lol 🤔
741540094893400065,[1620],@Lynneessee I might get it 🤔
743510807401508864,[1620],RT @jgerich11: @k11___ cuz he my son but he told me if you don't play no games he'll marry you 🤔
744213227517644800,[1620],RT @Podcast4Makers: @makingitpodcast All I want for Father's Day is an hour to listen to Making It 🤔
744251499945951232,[1620],@IronxLotus what about straight jack from the bottle 🤔
748245867161882628,[1620],RT @dgaf_malik: University of Central Florida 🤔 https://t.co/GPP2P08cVQ
741537530407882752,[1620],RT @robrazzyyyy: Everybody smoke weed na 🤔? I swear people just want be down 😕 ..
748013941478006784,[1620],🤔 but you just said nvm 😎 https://t.co/zU6joIMis3
743507431565594624,[1620],@BecerraJosue Vegas gifts? Or EDC gifts? 🤔
745084112889913345,[1620],Shae is the rudest person ever 🤔
747603168494649344,[1620],Lmao chanty is never right 🤔 https://t.co/L8EpM36f2y
745055886192713728,[1620],Future: the king of #lit? Hmm 🤔
748245032038076417,[1620],@5SOS @myfanzone what about bkstg 🤔
742570152739377152,[1620],@Beasley_X @sheed_4 bet he doesn't 🤔
747422899678613504,[1620],@shirokeithed kon's dick? 🤔
