id,annotations,tweets
743419925738496000,[1381],school is so dead o my god 😂
742411940677492736,[1381],@Essynce_Renyae lol I've been told mine is worse than yours 😂 but I don't believe that
744394777974628352,[1381],@SupaFrye_  I'm excited to hear them.....  That shit is going rattle your soul 😂
743679858199298049,[1381],Damn alycia knows everything @DebnamCarey 😂 even indirect tweets
742579985588887552,[1381],RT @x_juicebox: That sound like everything 😋😂 https://t.co/wcRZim5AHt
742440353794428929,[1381],Parents be having kids so they can be lazy when the kid gets old enough to clean 😂
748525463388196864,[1381],@elfinhel 😂😂👌5 stars from hungry house+an ankle tag from walsall police!!! I never disappoint missy!! 😉 💦#cheekygirl x
746506142730223617,[1381],"""how yo chin longer than yo neck?""😂😂😂😂😂😂😂😂😂😂😂😂😂 @Smurf_PERFECT  https://t.co/xq5qPYvkke"
746555175528194048,[1381],I'm gonna wake up well rested and pissed 😂
741710986256621569,[1381],@sierrafulcherr1 @raissaaab_ silly me 😂 always mixing things up I'll text you when I charge my phone 😙 .
742389571158048769,[1381],😂 😂 I need to come off twitter dan
746553875717570561,[1381],Im tired of talking to the same ass people 😂
747253689383956480,[1381],I read it as donuts 😂 FML.  https://t.co/TP7O9F7jVw
742320141417861121,[1381],RT @kimboinx: How there you 😂 https://t.co/VPZ3Lc6Lnf
746992431544078336,[1381],😂😂😂 I Understand Na  https://t.co/SR1ocQF1cX
742653535020584960,"[1381, 1620]",@cheekylatte @LBC 🤔 steady! We are agreeing on more than we disagree on these days 😂
747988079324106752,"[1381, 1447]",@matthewwillams4 no it's truce 🙄 inside joke 😂😂
744925209690505216,[1381],you real funny 😂
742357810105712640,[1381],😂 RT @Liniapolis: @JROD813 that man is young murk rap.
742443025658437632,[1381],@dawson_maddy @skilastorme_23 @Bailane @FBForL we just goofy &amp; struggle. A lot 😂
746762040723771392,[1381],@Foreignbrat 😂 shidddd
748577253269835776,[1381],So sick of seeing love island news in with all the political news... Can definitely see the priorities of the country 😂
747311607928102916,[1381],"@PhanEmoTrash oh hell nah, pretend I wrote this on 11:11 😂"
744894201503035392,[1381],@chelly8326 @sarahlouise899 @louannb1985 u may find u have one on ur back too 😂 u was trying to get a pic n fell off the seat into barrier
746379455522734080,[1381],Hour 1838474838 on this car ride &amp; Cade and I are about to kill eachother 😂
743434215161733120,[1381],@becky_uyiosa you must be one of them 😂
746556358225334272,[1381],Very refreshing. 😂
748291263150039040,[1381],RT @_Tdollazz: me and lana get shell and be talking shit 😂
742763302804148224,[1381],Every time I pop up on here it's a crazy topic cats be tackling 😂
742214030425657344,[1381],RT @TP_thaGeneral: I'm tryna be like you 😂 https://t.co/w7Q0JCPpTB
744556446679994368,[1381],I havent got a clue 😂 #TheVampsOnRadio1
746982837950251008,[1381],If #TwitterBanMaryamNSharif then Meera get married to Shaikh Rashid . 😂
747541496723800065,[1381],@FayeSmithXx awful 😂 even Tom pulled a disgusted face hahaha 🙈
748290162057183232,[1381],I have never been offended by words written on a screen. 😂 Have you cunts tried choosing to NOT be offended by fuckin everything?
747624250626949121,[1381],RT @ShawnMendes: Haha i love having this account 😂
744694066642886656,[1381],Thanks fam 😂 https://t.co/95pW3F7IIa
742119670325596162,[1381],"@Raywalterclay16 @Martin_K13 👋👋👋 not even, was just passing by 😂"
747997495620472833,[1381],When you and all your friends getting money. Ain't no broke bitchessss around here 😂
744132621509210112,[1381],Oh so often I type out 140 character worth of ain't shit ass nigga material and I delete lol I should be famous on here 😂
742368056005955584,[1381],"later on in life when niggas reach that ""mane I can't fw no goofy ass bitch"" stage, Ima be lonely af 😂"
746415712713867264,[1381],😂 I KNOW. IT WAS BECAUSE I KNEW YOU WERE EXPECTING A YES  https://t.co/Vti2VSGi9s
746931743886761984,[1381],dude 😂😂😂😂 https://t.co/JKQHOIaV5u
744605978201563136,[1381],"every1 asking if im straight, yes im good 😂 jst in my feelings .. 🤕"
747330910308044800,[1381],RT @eryina: @su_se81 @RDarthvader @SpaceFace2065 @StefiB83 😂😂 ok ok and i can't handle ur photo👆! Ty for 🌺 💜 💙 ! https://t.co/UcboUGZfEO
