id,annotations,tweets
744372289009967105,"[1381, 1424]",he would 😭😂😂 https://t.co/91IIg8YRHB
742984657214570496,[1424],Lmao man we don't even speak on that 😭 lookin a hot ass mess  https://t.co/EDYKOMJE0B
744321583859171328,[1424],finally got my old phone back 😭
743487068282707969,[1424],"@AustinChris23 when school starts back up, they're gonna think I'm brown skin 😭"
742464927550611457,"[1381, 1424]",Those People who start arguments wit u but u got bare facts 2 hit them wit once they start lol 😂 now they r against the ropes wit no hope 😭
743281469297205248,[1424],All my friends single but one 😭
748239190295470080,"[1381, 1424]",RT @foreverniyahh: @omertakayyy @daddy__naya not doing nothing😂 its the truth 😭 hurts right ? 😇
747387922123481088,[1424],@PearlKosi 😭 lmao. Game of thrones sounds lit but you don't like it. If you don't watch Vikings or power then you're missing 👀
743547675484753920,"[1381, 1424]",RT @Blaxk_Vin: Yoooooooo that shit annoying as fuck 😂😂😭  https://t.co/Y1S8rlZjQM
742944472657461248,[1424],This time of the morning to be up is just ew 😭
747881729445208064,[1424],"RT @Lay_Julius: When my baby brother laughs , like genuinely from the pit of his stomach laughs , it makes my heart so happy. 😭"
748615665070682112,[1424],@trAaacymariEee4 @skyeegarcia_ @Ivan17Guevara @_kaylllla no Tracy don't its fucking ugly 😭
741103998917304320,[1424],Bitch. Do it x Mykko get me hype every time mane 😭
743549123698167809,[1424],they're my bffs 😭
743287054960820224,[1424],"Oh heck naw to watching scary movies alone. Scary children 😭 I'm done, over and out, nuhuh never again, sleeping w lights on"
745058109169803264,[1424],craving so many different foods rn 😭
742122295355924481,[1424],"Forrreallll, they did it to powerpuff girls too 😭 https://t.co/mde1ryg1N5"
746794542221819904,[1424],I think I finally got passed the copyright.. Audio pitched the shit outta the song but y'all... its the best I can do 😭
743447619570012160,[1424],When it's summer and my checks are not fire anymore 😭
744730039170785281,[1424],Dont record me bitch 😭
746533147924324352,[1424],Bra I NEVER fucked wit Drake until this 100it racks jont 😭
743033381861097472,[1424],@zaggastulla__ 😭 you wish
743675290988122112,[1424],😭 Igs I'm not real https://t.co/a7HsOVd4n8
742608881709285378,[1424],RT @koolaab_: bitch😭😭😭😭  https://t.co/j3qi3eIp0q
747820904336527361,[1424],"""FUCK IM NOT APPROVED FOR THE HELLCAT"" 😭 https://t.co/qxeehZYmfC"
