id,annotations,tweets
743405668212834304,[763],@bethfrance93 thank you gal 🙏🏽
741912602591301632,[763],"when them gang signs go up, you see ya life flash right b4 ya eyes 🤘🏽"
744702615666122753,[763],You been riding for so long I hope you never change ‼️ - 👸🏽 🍫
742907532604248064,[763],Say It Again 🙌🏽 https://t.co/7MfKGADKUs
744297696471613440,[763],Lobster is 👌🏽
741330395153747968,[763],Cause if you not important to me your girl is single to me 👐🏽 https://t.co/VRy0lx5P9R
748263847925006337,[763],Like damn is that so hard ? 💁🏽 https://t.co/Lk1SzDBrnl
746609305189650432,[763],Keep calm. Only 4 days left! 👳🏽
746823556982513666,[763],Let's go @anthonyfjoshua 👊🏽 #AJBoxing #IBF
747637726103601152,[763],My hair silky soft rn 👌🏽
741836460135964672,[763],RT @AlmightyJav: gotta put on for the city 🤘🏽 https://t.co/P2MtThBiGg
746178990700904448,[763],This makes me feel a million times better 💆🏽 https://t.co/JS73CJS0qS
747266009694863361,[763],@kayla_espinal the best head comes from a thug 🤘🏽
748507153594486784,[763],I'm just out here #celebratingLIFE with my happy self 🙂 #likeaQueen 👸🏽
742551225674170368,[763],let that shit ride 👌🏽 https://t.co/UGF8BaTzPE
742423778932752384,[763],Buy so many dispensaries 🤘🏽 https://t.co/WSoJLEDyex
744776318374449153,[763],RT @its_just_cicely: Lightskin girls are poppin too it's not just the darkskins 👌🏽
747638569259302912,[763],Cancer 🤘🏽 https://t.co/ni9UipQGTr
744518086611640320,[763],Make her panties wet not her eyes 💪🏽 https://t.co/0Hu6T6aTFl
747908317570285568,"[763, 1381]","thank you thank you 💁🏽 , im jp 😂✌🏾️ https://t.co/BRSRRNSBdp"
744953269995216896,[763],RT @b0ssmanb0: Another one 🙌🏽 @TheRealReese11 https://t.co/C4NqW2zGYk
747237389181976577,[763],Lanez better then Tiller 🙅🏽 don't agree with that award
747609185655885824,[763],RT @RipManMan46: You Can't Keep Being Nice To Everyone ✋🏽
744315515301142528,"[763, 1424]",@Logic301 you captured another one 🙏🏽 it's lit 😭 https://t.co/CPeadrXqbF
744196458266525698,[763],RT @_brriian: Mood: everyday 👐🏽 https://t.co/s4XBaVo6DH
747918701836525568,[763],@Trev_856 check out my new song 🎧 on #soundcloud called #Vulture 👉🏽 https://t.co/kQK72elcPp
744130740430995456,[763],@rottenprincess_ appreciate that homie 🙏🏽
743216539906646017,[763],@AntonioLPulido thank you bro bro! Hopefully i see you this summer one time! ✊🏽
744453131463888896,[763],Bored talk to me 🙏🏽
747374944137396226,[763],Beach bound today 🙏🏽 can't wait to finally drive up there
742188720372125696,[763],Seasons of Love 👌🏽 #TonyAwards
742354836495032321,[763],Job well done @adaderana 👏🏽 PET scanner fund achieves target donation of Rs 200 million https://t.co/MFoUQFk5KM #SriLanka #Cancer
743068112539488256,[763],I'm not lucky. I'm blessed... 🙌🏽
742952552162074624,[763],"Bra almost shot me in the dick though, he was 👌🏽 this close from catching the fade that day"
744612889697222657,[763],iOS 10 improved texting by 100% 👌🏽
745080229287206913,[763],RT @savveeno: go ahead 👐🏽 https://t.co/F4zxHp9i9t
743964401150066688,[763],"Same here, salute ✊🏽 https://t.co/QBO9dnCtow"
747936398343213058,"[763, 1420]",Real life😩😩😩😩😩😩🤘🏽 https://t.co/2EPqwYhsGT
744078764137537536,"[763, 1447, 1620]",@siccboii69 ummm 🤔 how could you ☝🏽️ even remember that 🙄!? It was so 😳 long ago 😤🤔
744387886527713280,[763],RT @WAVEDGANG: If your love isn't genuine you could keep it 👐🏽
748638019184267265,[763],"fuck it right, boooooy 💃🏽"
746789723746623488,[763],ion have a girlfriend 👌🏽 lets get that understood 🤘🏽
747072009352392704,"[763, 1381]",Sorry babe 😌👸🏽😂 https://t.co/C2kySHqdR3
741505686077476864,[763],@romen_noodo lmao thats dope! Yeah maddie was telling me about that the  other night 😆 thats cool you guys are all friends 👌🏽
744194878792425472,[763],Throwing away revision notes is so satisfying 💪🏽
747062837604978688,[763],Still gone ACT like I'm taken 💁🏽
748571488035344384,[763],I had to really sit down and go into deep thought 🙇🏽
744293073811738625,"[763, 1138]","Fuxk it, I'm thuggin, 💯 👌🏽"
744126703291629569,[763],I got burn holes in my hoodies all my homies think it's Dank 🤘🏽
748205396284694528,[763],@DannyRiios__ @kendrick_veras switch to t-mobile you get free shit on Tuesdays 👌🏽
748331472939950080,[763],Wicked wicked wicked 💃🏽 https://t.co/HDsZHS4bQq
746204598264725504,[763],Fuck ~ Post Malone 👌🏽
748636337142644736,[763],Please Wales v Portugal in the semi 🙏🏽
744694927242702849,[763],Green goin crazy 🤘🏽
742585862601494528,"[763, 1620]",@_xoxovita 🤔 no text back cool 👌🏾🖕🏽
747250948725178369,[763],And yet I still got the biggest heart 🤘🏽
748338036501426177,[763],"@TreveonJ1 I know bro , it's gonna happen this year watch 🤘🏽"
746558347025874949,[763],RT @MixedVixen_: I'm single 🤘🏽 https://t.co/pQhVDALFWT
743253349319868416,[763],i tanned way to much today 🚣🏽
744383905059397632,[763],single 💁🏽 https://t.co/1MnOJSAa8C
741903838676811777,[763],Im just a better bitch so all you bitter bitches hate 👸🏽 https://t.co/GZ7rx779EW
746476137866354688,[763],Bruno had to put on his hoopin shoes and shooting sleeve to beat me in basketball 💅🏽
744441943145353216,[763],Happy Father's Day to the only father I've ever known. Thank you for raising me since age 2. I love you dude 👴🏽 https://t.co/LEptCxCfq9
743209560429604868,[763],It's supposed to be summer where everyone gets drunk everyday &amp; the ratchet bitches get 10x ratchet-ER. 💁🏽 duh
745057899496505344,[763],"🙋🏽
#VeranoMTV2016 5 Seconds of Summer"
743974046417592320,[763],@SRSLUM wow for once 👏🏽
744780371217158145,[763],It's not a loss if it wasn't worth keeping • r.h. Sin 🤘🏽
747887672182571008,[763],PLEASE NASH FACE TIME ME !🙏🏽🙏🏽🙏🏽 i send you My Number  yet #FaceTimeMeNash 💕 @Nashgrier 💔💕
742750128956571648,[763],"I don't have beef with anyone, or bad blood. That's on y'all. I'll continue to catch my blessings &amp; stay prayed up. 🙏🏽"
742241190075092992,[763],My nigga Tonio the only nigga I know that can break snapchat. 🤘🏽
745008028961902596,[763],"Just cause I say ""do what you want"" I don't mean it Fr 🙅🏽"
746554491189682176,[763],RT @NobodyButKaylah: If I want xyz and your giving me abc you gotta go 👐🏽
747330720964579328,[763],Darkness Reveals the Brightest Stars 🤘🏽
743208322669514752,[763],@abbey_runge telling a bomb ass story 💁🏽
743411293172998144,[763],Bless up RT @getrightsour: Boutta take this test 🙏🏽
742817371556040704,"[186, 763, 1381]","Go give it a big 👍🏽 up😂 
💕
#DolanTwinsNewVideo
🔥
@ethandolan @graysondolan
💕
https://t.co/jh9ipoLWPi
🔥
Dm me pls❤️ x75"
746544806264967169,[763],RT @xLakiyla: I Get Shit Done ON MY OWN 💅🏽
742914410210025480,"[763, 1424]",i give this many fucks about who like me and who don't 💁🏽 i give this many fucks about what you got going on 😭🖕🏽
742245463676485632,"[763, 1381, 1424]",@queentrainell ik im petty but ion entertain these niggas 😂💅🏽 or they hoes 🌚 lemme go cater to my man 😭💘
743294116616757252,[763],"RT @haillstana: ✊🏽 fall out boy was my obsession, Saturday is prob my fave song bc Pete screams in it ugh ugh 😻😻😻 https://t.co/4IIePVVjEx"
743149543743700992,[763],@beckstaboo love you too much don't I ✋🏽
744290880123613184,[763],I'm so annoyed and irritated at this moment 💆🏽
742246582892953600,[763],RT @Im_JUST_Ryan_: 👐🏽 It's fun playing football &amp; basketball &amp; chillin with you &amp; stay on your grind bro
742243025477210112,[763],🍆 Lmao you the bro &amp; its always fun chillin with you &amp; we gotta hang soon ✊🏽
743217453782564864,[763],RT @LilAshley__: Need 3 More credits to graduate 🙏🏽
