id,annotations,tweets
741844189172797440,[1403],Thanks Tyrene 😘 https://t.co/DmjCBOE901
742416441580851202,[1403],@msm4rsh Happy Birthday Kym xxx hope you've had a fab day so far 😘 😘 🎈 🎈 🎈
742892453724848128,[1403],@Inoui_TOLA_ thanks babes 😘
747424939989311489,[1403],@FaZeBlaziken  Goodnight From Philippines 😘
746320824022368257,[1403],"@TSeries #JunooniyatInCinemas 

A1: Indian Army Officer 

😘"
748101547251404800,[1403],O this @VickyPattison and @fernemccann thing on this morning looks like it will be fun 😆 I do love you girls 😘😘
744023201756381185,"[1392, 1403]",@mpowers28 you too 😍 were doing something soon 😘
747791672600313856,[1403],Good luck on your boards today @__purplelipstik Can't wait to grab a celebratory drink when you find out you passed! 😘
743667603235733504,"[1392, 1403]","ANIS KURUNG 

Price : RM 130.00 
Including Postage 😍 😘 
Pm@Whatsapp 📲 0133249844… https://t.co/PY19MzXdM8"
747501948211867648,[1403],goodnight my precious @MemaQueenFrvr 😘 laban pa tom haha
746415774315622400,[1403],@ValeriaEspiritu ok pues see you Monday 😘 or tonight lol
746381199900278784,[1403],@autumnnlavender miss you more! 😘
741873371126734848,[1403],love you babe 😘 https://t.co/Vtd1ax7KSr
741622929834823680,[1403],@Spazz_leeky you got me daddy 😘
746754125031936000,"[186, 1403]",@drinksmcgee 😳 Wow! I'm going to take up smoking after that run down! Thanks sweetie 😘❤️
746436611068465152,"[186, 1403]",@JamesSouthern3 ❤️ I love you also babe! ❤️ don't ever forget that! 😘
748218834817949697,[1403],@OutlanderCostum I thought so after I asked. I'll be waiting for wonderful tidbits 😘
744584767023230976,[1403],Happy Birthday @fallonrodrigues 😘Hope u have the best day gorgeous 💜
745021272938119168,[1403],This girl is so beautiful 😘😘 https://t.co/EkPzfkT4DU
747388516850491392,[1403],@javhdporn's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
746476565958098944,[1403],I know the real you 😘 https://t.co/w0qL6jkFjJ
743548802582331392,[1403],I like him better takin 😘
741663572678316036,[1403],@maritza_lisa yay! thanks again you 😘
748195890544807936,[1403],RT @its_lexie_yoo: @kineg11 I love you 😘 I'm bringing back a present for you 😉
741580185258971136,[1403],Excitted 2 watch #KRPKAB its seems much interesting n exciting d cute cute...romantic scenes of #DevAkshi 😘 @Shaheer_S @IamEJF @KRPKAB_Sony
744151215383134208,"[186, 1403]",Aw allibae 💖💖💖love you so much 😘 so glad you are all in my life! ❤️ @allisonmckennaa @AbMcDermott @95_shana
744934903360327680,"[1389, 1403]",@samantha_isler good morning samantha ☀️👧✨ hope you'll be smiling 😄 from the time you wake up till you close your eyes 😊 I love you xo 😘💕
742781930131849216,[1403],@nancyhuffruns  Thanks Nancy!! 😘
746356152061964289,[1403],@Tay_Ayanna thank youuu! 😘
747527802929487872,[1403],"And the good lord knows you're not that important, dear. 😘 https://t.co/mD21pf10ZZ"
742742707244806144,[1403],"@diljitdosanjh @FuhSePhantom @balajimotionpic @shahidkapoor @aliaa08
 #UdtaPunjab soo Much Excited 3Days To Go 😘
#UdtaPunjabOutIn3Days 🙌"
746318598629527552,[1403],@995WYCD Happy Friday! 🎉 Can you please play #FromTheGroundUp by @DanAndShay + help them get closer to the top 10? Thank you! 😘
747506812241403905,[1403],@daisymarquez_ your fav brow product 😘
748203499008122881,"[1389, 1403]","@BTS_twt 😊😘let me guess, those feet are from Hoseok, Jimin and maybe Jin, let's make some photoart with our 👣"
744177919300239361,[1403],RT @EnglandLoren: Happy birthday sassy 😘 https://t.co/TB5OJJZFtn
