id,annotations,tweets
744019131675086854,[186],@HelenReadsAlot Thank you Helen. ❤️
743990165866151946,[186],"@KobeyV @makaaaylllaaaaa @ruck937 and subtweet her, but alright kobester. ❤️"
747133200074317824,[186],"RT @designoks: since there won't be any playboy baeksoo i'll just spazz about boys having late night outs for food ❤️ (not today)
 https://…"
742791119315083264,[186],RT @ali933634: #Throwback When I See You First Time ❤️
741686638431068160,[186],You Learn To Live Without is such a beautiful song ❤️
748227302266310656,"[186, 763]",RT @QueennnOfJuneee: bet okay 🤘🏽😜 #jae❤️ https://t.co/PEzwolzLLj
741721112896110593,[186],LOVE YOU SO MUCH ❤️ https://t.co/qubfVRpJfy
748006940773613568,[186],RT @fr_larsson: 📷 winter-soldier6: This is the cutest. ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤  ❤ https://t.co/0sIn6hVreK
746495184821682176,[186],happy birthday beautiful @missrose_q8 ❤️ may all your wishes come true❤️🎉
742789821270241280,[186],"Please go &amp; watch #JoeysNewCover , it's amazing &amp; I'm so so proud of him, love you Joey! @JosephDevries ❤️ https://t.co/c76q5Xp4OX X13"
747957401517760512,[186],"#ATLRoofTopParty  SATURDAY ❤️🇱🇷

WE PARTING ON THE ROOFTOP  🙌🏾

FIREWORKS / HENNA TATS AND HELLA LIQUOR ❗️ 
💥

https://t.co/4eF1bo65Ek  -19"
742175541726457856,[186],It sickens me that people have so much hate. Why would anyone want to kill 50 people and injure even more. 😢 #OrlandoStrong #LoveisLove ❤️
745106672192880642,"[186, 1392, 1424]",my baby😭😍😭😍❤️ https://t.co/ZkIdt7Wq0v
746712289441517568,[186],Amen❤️✝❤️Jesus https://t.co/UEo8D9gGu2
747896320292192256,"[186, 1392]","@Louis_Tomlinson today is my birthday! 🎉 Please please please wish me Happy Birthday 💘 i would be the happiest gurl alive 😍❤️
x119"
747137904804171776,[186],My heart ❤️ https://t.co/XzQRgAfBCl
744320141689708544,[186],"Happy Father's Day to all the dads out there ☺️ And of course, to my dearest father dear ❤️"
